x,y
-304.558990479,242.061004639
-304.598999023,242.093002319
-304.585998535,242.145004272
-304.635009766,242.182006836
-304.67300415,242.210006714
-304.708007812,242.235992432
-304.736999512,242.255004883
-304.770996094,242.272994995
-304.808990479,242.285003662
-304.833007812,242.304000854
-304.864013672,242.324996948
-304.885986328,242.35899353
-304.92098999,242.380996704
-304.962005615,242.404006958
-305.00201416,242.425003052
-305.052001953,242.458999634
-305.113006592,242.511001587
-305.180999756,242.539001465
-305.242004395,242.570007324
-305.307006836,242.602996826
-305.37298584,242.626998901
-305.449005127,242.669006348
-305.535003662,242.707992554
-305.614990234,242.73399353
-305.705993652,242.785003662
-305.795013428,242.82800293
-305.877990723,242.867004395
-305.984008789,242.914001465
-306.084991455,242.947998047
-306.187011719,242.992996216
-306.285003662,243.033996582
-306.37701416,243.104003906
-306.489990234,243.156997681
-306.588989258,243.195999146
-306.696990967,243.235992432
-306.791992188,243.277999878
-306.884002686,243.330993652
-306.980010986,243.369995117
-307.070007324,243.408996582
-307.165008545,243.449005127
-307.25201416,243.485992432
-307.342010498,243.524002075
-307.427001953,243.570999146
-307.506988525,243.604003906
-307.585998535,243.636001587
-307.665985107,243.666000366
-307.736999512,243.694000244
-307.812988281,243.742996216
-307.877990723,243.770004272
-307.944000244,243.800994873
-308.003997803,243.82699585
-308.059997559,243.830993652
-308.114990234,243.850006104
-308.17401123,243.871002197
-308.227996826,243.895004272
-308.278991699,243.914993286
-308.32699585,243.934005737
-308.372009277,243.945999146
-308.410003662,243.960006714
-308.450012207,243.977996826
-308.493988037,243.986999512
-308.536987305,244
-308.57901001,244.020996094
-308.622009277,244.039001465
-308.666992188,244.054992676
-308.712005615,244.069000244
-308.756988525,244.078994751
-308.804992676,244.098007202
-308.858001709,244.119003296
-308.907012939,244.132003784
-308.963989258,244.152999878
-309.020996094,244.169006348
-309.088012695,244.197998047
-309.161987305,244.222000122
-309.230987549,244.242004395
-309.308990479,244.26600647
-309.391998291,244.292007446
-309.475006104,244.317993164
-309.561004639,244.348007202
-309.652008057,244.378005981
-309.746002197,244.399002075
-309.846984863,244.429000854
-309.947998047,244.462005615
-310.061004639,244.494995117
-310.174987793,244.533004761
-310.283996582,244.565994263
-310.403991699,244.604003906
-310.532989502,244.64100647
-310.652008057,244.682006836
-310.782012939,244.731994629
-310.911010742,244.776000977
-311.049987793,244.807006836
-311.178985596,244.85899353
-311.308990479,244.901992798
-311.438995361,244.957000732
-311.57598877,245
-311.713989258,245.052001953
-311.843994141,245.100006104
-311.973999023,245.145004272
-312.118988037,245.197006226
-312.257995605,245.242996216
-312.407012939,245.289001465
-312.540008545,245.341995239
-312.67199707,245.397994995
-312.812011719,245.455993652
-312.954986572,245.514007568
-313.088989258,245.567001343
-313.223999023,245.630996704
-313.359008789,245.68699646
-313.493988037,245.744995117
-313.62399292,245.800994873
-313.760009766,245.85899353
-313.895996094,245.914001465
-314.024993896,245.973999023
-314.154998779,246.033996582
-314.283996582,246.093994141
-314.419006348,246.147003174
-314.542999268,246.20300293
-314.665008545,246.264007568
-314.790985107,246.320999146
-314.910003662,246.378997803
-315.029998779,246.434005737
-315.141998291,246.48500061
-315.265014648,246.537994385
-315.382995605,246.591995239
-315.49899292,246.647003174
-315.613006592,246.70300293
-315.734985352,246.757995605
-315.855010986,246.815002441
-315.971008301,246.869003296
-316.095001221,246.921005249
-316.213989258,246.98399353
-316.329986572,247.04800415
-316.449005127,247.100997925
-316.574005127,247.162002563
-316.695007324,247.220001221
-316.822998047,247.276992798
-316.941009521,247.337005615
-317.070007324,247.399002075
-317.197998047,247.460998535
-317.320007324,247.524002075
-317.449005127,247.587005615
-317.583007812,247.652999878
-317.713012695,247.707992554
-317.842010498,247.772003174
-317.972991943,247.839996338
-318.104003906,247.906997681
-318.235992432,247.968994141
-318.364990234,248.029998779
-318.49899292,248.097000122
-318.631988525,248.164993286
-318.768005371,248.238006592
-318.894012451,248.315994263
-319.023986816,248.393005371
-319.143005371,248.455001831
-319.268005371,248.524002075
-319.393005371,248.593002319
-319.515014648,248.667999268
-319.630004883,248.751998901
-319.75,248.830001831
-319.87399292,248.899993896
-319.984008789,248.970993042
-320.092010498,249.044006348
-320.199005127,249.121994019
-320.308990479,249.205001831
-320.416992188,249.283996582
-320.528015137,249.367004395
-320.635986328,249.449996948
-320.742004395,249.529998779
-320.846008301,249.602005005
-320.944000244,249.677001953
-321.04901123,249.776000977
-321.153991699,249.863998413
-321.24798584,249.934997559
-321.347991943,250.003997803
-321.433990479,250.074005127
-321.505004883,250.145996094
-321.574005127,250.212005615
-321.653991699,250.276992798
-321.726013184,250.332000732
-321.782012939,250.37399292
-321.841003418,250.449996948
-321.888000488,250.496002197
-321.940002441,250.537002563
-321.976013184,250.574005127
-322.014007568,250.619995117
-322.055999756,250.669006348
-322.087005615,250.699996948
-322.115997314,250.727005005
-322.147003174,250.764007568
-322.177001953,250.811004639
-322.225006104,250.882995605
-322.261993408,250.927001953
-322.29598999,250.975006104
-322.329986572,251.035003662
-322.375,251.093002319
-322.412994385,251.151000977
-322.462005615,251.220001221
-322.514007568,251.291000366
-322.559997559,251.371002197
-322.613006592,251.449005127
-322.666992188,251.51499939
-322.716003418,251.662002563
-322.772003174,251.744003296
-322.819000244,251.837997437
-322.856994629,251.929992676
-322.938995361,252.130004883
-322.980010986,252.231994629
-323.018005371,252.335006714
-323.066009521,252.455001831
-323.122009277,252.632995605
-323.148986816,252.733001709
-323.17401123,252.830001831
-323.199005127,252.934997559
-323.221984863,253.029006958
-323.242004395,253.121002197
-323.252990723,253.195999146
-323.263000488,253.276992798
-323.282989502,253.360992432
-323.308990479,253.449005127
-323.367004395,253.660995483
-323.388000488,253.761993408
-323.382995605,253.854995728
-323.399993896,253.95300293
-323.415008545,254.057998657
-323.436004639,254.160003662
-323.449005127,254.257003784
-323.445007324,254.335998535
-323.45300293,254.414993286
-323.459991455,254.488998413
-323.480987549,254.680999756
-323.486999512,254.781005859
-323.5,254.87600708
-323.516998291,254.970993042
-323.507995605,255.054992676
-323.523010254,255.13999939
-323.535003662,255.25100708
-323.550994873,255.328994751
-323.563995361,255.399002075
-323.567993164,255.481002808
-323.559997559,255.604003906
-323.574005127,255.716995239
-323.592010498,255.820007324
-323.585998535,255.886001587
-323.593994141,255.960998535
-323.598999023,256.036010742
-323.609985352,256.12600708
-323.601013184,256.160003662
-323.600006104,256.226989746
-323.622009277,256.324005127
-323.638000488,256.480010986
-323.632995605,256.545013428
-323.635986328,256.621002197
-323.640014648,256.686004639
-323.632995605,256.743011475
-323.62701416,256.808990479
-323.614990234,256.851989746
-323.605987549,256.904998779
-323.608001709,256.966003418
-323.585998535,256.989990234
-323.634002686,257.117004395
-323.618011475,257.148010254
-323.622009277,257.20098877
-323.601013184,257.286987305
-323.589996338,257.32699585
-323.567993164,257.363006592
-323.571990967,257.420013428
-323.57598877,257.472991943
-323.562011719,257.529998779
-323.554992676,257.582000732
-323.559997559,257.721008301
-323.561004639,257.812011719
-323.544006348,257.875
-323.507995605,257.92199707
-323.477996826,257.985992432
-323.462005615,258.062988281
-323.425994873,258.118988037
-323.402008057,258.179992676
-323.378997803,258.265991211
-323.411987305,258.434997559
-323.381011963,258.515991211
-323.345001221,258.596984863
-323.316986084,258.695007324
-323.300994873,258.795013428
-323.269989014,258.881988525
-323.243011475,258.960998535
-323.214996338,259.053009033
-323.187011719,259.149993896
-323.153015137,259.236999512
-323.177001953,259.385986328
-323.147003174,259.476989746
-323.122009277,259.57598877
-323.097991943,259.67098999
-323.065002441,259.752990723
-323.031005859,259.833007812
-323.002990723,259.932006836
-322.975006104,260.028015137
-322.946014404,260.130004883
-322.911987305,260.247009277
-322.933013916,260.45300293
-322.894012451,260.57598877
-322.850006104,260.70199585
-322.811004639,260.839996338
-322.769012451,260.970001221
-322.726013184,261.118988037
-322.687988281,261.264007568
-322.640991211,261.42199707
-322.588989258,261.57699585
-322.552001953,261.756011963
-322.592987061,262.00100708
-322.542999268,262.157989502
-322.493011475,262.320007324
-322.437011719,262.462005615
-322.390014648,262.615997314
-322.358001709,262.772003174
-322.316009521,262.914001465
-322.273986816,263.049987793
-322.220001221,263.175994873
-322.175994873,263.312988281
-322.139007568,263.457000732
-322.091003418,263.583007812
-322.045013428,263.722991943
-322.005004883,263.868988037
-321.967987061,264.006988525
-321.902008057,264.12600708
-321.833007812,264.242004395
-321.785003662,264.378997803
-321.738006592,264.526000977
-321.687011719,264.67300415
-321.648986816,264.846984863
-321.569000244,264.95401001
-321.513000488,265.106994629
-321.462005615,265.257995605
-321.411010742,265.402008057
-321.359008789,265.559997559
-321.307006836,265.710998535
-321.260986328,265.881011963
-321.216003418,266.040985107
-321.161010742,266.204986572
-321.130004883,266.37701416
-321.07699585,266.533996582
-321.027008057,266.679992676
-320.977996826,266.839996338
-320.915985107,266.989990234
-320.848999023,267.135009766
-320.799987793,267.300994873
-320.695007324,267.580993652
-320.658996582,267.70300293
-320.666992188,267.87600708
-320.605987549,268.002990723
-320.54901123,268.105010986
-320.497009277,268.226989746
-320.460998535,268.352996826
-320.416992188,268.471984863
-320.380004883,268.582000732
-320.351013184,268.722991943
-320.321990967,268.852996826
-320.283996582,268.959014893
-320.240997314,269.045013428
-320.207000732,269.152008057
-320.165985107,269.255004883
-320.143005371,269.367004395
-320.096008301,269.434997559
-320.061004639,269.506011963
-320.002990723,269.549987793
-319.993011475,269.645996094
-319.955993652,269.726989746
-319.933990479,269.792999268
-319.916992188,269.898010254
-319.898010254,269.964996338
-319.889007568,270.04699707
-319.859985352,270.111999512
-319.825012207,270.158996582
-319.79699707,270.222991943
-319.777008057,270.278015137
-319.757995605,270.319000244
-319.755004883,270.403991699
-319.726013184,270.437011719
-319.687988281,270.528015137
-319.667999268,270.571990967
-319.632995605,270.622009277
-319.62701416,270.665985107
-319.611999512,270.718994141
-319.571990967,270.75100708
-319.537994385,270.803985596
-319.523010254,270.871002197
-319.476989746,270.915985107
-319.463012695,270.984008789
-319.464996338,271.192993164
-319.432006836,271.244995117
-319.395996094,271.29901123
-319.37600708,271.363006592
-319.342987061,271.412994385
-319.316009521,271.464996338
-319.283996582,271.510986328
-319.24798584,271.563995361
-319.239013672,271.630004883
-319.234008789,271.682006836
-319.221008301,271.820007324
-319.204986572,271.877990723
-319.188995361,271.911010742
-319.177001953,271.941009521
-319.165985107,271.979003906
-319.147003174,272.016998291
-319.131011963,272.050994873
-319.122009277,272.095001221
-319.111999512,272.121002197
-319.095001221,272.147003174
-319.062011719,272.24798584
-319.053009033,272.279998779
-319.04598999,272.311004639
-319.040008545,272.334014893
-319.032012939,272.351989746
-319.019989014,272.37399292
-319.009002686,272.397003174
-319,272.417999268
-318.996002197,272.437988281
-318.984008789,272.445007324
-318.983001709,272.489990234
-318.980010986,272.503997803
-318.976989746,272.518005371
-318.977996826,272.532012939
-318.977996826,272.536010742
-318.979003906,272.539001465
-318.975006104,272.537994385
-318.976013184,272.537994385
-318.976989746,272.536010742
-318.976989746,272.535003662
-318.976989746,272.519012451
-318.980987549,272.522003174
-314,280
